rabbits,height, prec, temp, month, year
2,1,10.160000,14.233356,-0.727270
3,1,5.080000,13.256111,11.416690
2,1,7.629439,16.402004,15.606927
0,1,39.170829,17.862776,17.629712
1,1,87.118713,14.165686,25.324885
2,1,127.723783,13.271338,23.521368
3,1,124.949457,10.306383,23.438233
4,1,123.796194,8.282932,23.898977
5,1,119.555639,7.535973,21.601872
6,1,110.696121,9.993418,9.999665
7,1,105.688762,7.776548,11.688124
8,1,103.823546,12.054556,8.403990
0,1,104.745438,16.621578,12.837986
1,1,116.612824,17.777853,11.172121
2,1,151.406272,17.303108,23.196695
3,1,169.958812,16.280487,27.994830
4,1,169.208044,14.928303,26.792861
5,1,159.368644,9.279138,21.391640
6,1,147.510541,9.208113,27.789052
7,1,163.534359,6.678980,19.533619
8,1,146.070793,8.414058,17.161681
9,1,163.870695,9.646575,9.134191
0,1,175.212852,14.968582,6.267509
0,1,188.802449,13.899692,9.047521
1,1,191.877862,16.855579,15.437351
2,1,202.215719,17.463140,23.608059
3,1,243.936525,15.072064,26.340955
0,1,241.829231,13.749618,26.062236
1,1,242.988133,12.752119,25.686073
2,1,241.868085,8.075066,22.124825
3,1,238.587026,8.057731,23.750992
4,1,239.801099,6.436296,9.926908
5,1,243.850794,9.554466,5.803443
0,1,256.661679,14.919291,4.010141
1,1,258.575128,14.832394,5.863959
0,1,256.705881,15.914967,11.611231
1,1,259.111316,16.568649,12.990879
2,1,286.153018,15.388775,25.476286
0,1,319.501680,12.908123,27.126346
0,1,324.095644,10.807923,27.434951
0,1,324.751476,8.307014,25.565605
1,1,325.225614,9.856022,19.631721
2,1,329.195061,9.620081,12.034738
3,1,349.089196,10.617883,8.042124
4,1,369.531398,11.811750,4.681810
0,1,366.646613,16.006668,5.601563
1,1,367.696936,15.497125,18.103621
0,1,367.125653,14.645362,20.582161
1,1,407.376103,14.514373,25.804689
2,1,432.227299,13.063433,25.121273
3,1,428.832352,11.173324,30.603002
4,1,423.809557,9.337816,20.498127
5,1,426.380098,9.268978,15.462663
6,1,447.443541,9.011766,15.501094
7,1,472.804474,7.595488,10.524584
8,1,494.630273,13.607295,7.703154
9,1,489.155104,14.676093,10.319057
0,1,473.174723,15.972397,11.466548
0,1,493.973376,16.954216,17.825105
1,1,522.398268,16.684065,19.187359
2,1,559.257026,13.310518,21.554332
0,1,585.007354,11.099190,23.267322
1,1,600.763291,10.013491,22.092692
2,1,605.022993,9.175263,15.721183
0,1,618.415392,8.948933,13.407866
1,1,658.629875,10.808147,12.361556
